order_id,date,customer,product,category,amount
80,2026-02-24,Customer_181,Combo,food,16416
81,2026-01-15,Customer_302,Roll,Food,99659
82,2026-04-25,Customer_505,Fries,Food,26883
83,2026-01-17,Customer_312,Pasta,Food,88587
84,2026-03-30,Customer_88,Roll,Food,82507
85,2026-02-12,Customer_517,Biryani,Food,410
86,2026-01-16,Customer_383,Pasta,Food,N/A
87,2026-01-22,Customer_15,Combo,Food,N/A
88,2026-01-26,Customer_50,Biryani,Food,20195
89,2026-01-28,Customer_236,Roll,Food,32704
90,2026-04-17,Customer_785,Pizza,Food,35975
91,2026-02-13,Customer_701,Roll,Food,N/Ars
92,2026-04-03,Customer_709,Combo,Food,27979
93,2026-02-10,Customer_701,Burger,Food,10679
94,2026-01-08,Customer_259,Fries,Food,49826
95,2026-03-19,Customer_496,Roll,Food,24428
96,2026-03-19,Customer_408,Pasta,Food,6218
97,2026-04-04,Customer_713,Roll,Food,78438
98,2026-04-25,Customer_705,Burger,Food,7157
99,2026-03-11,Customer_399,Combo,food,3402
100,2026-01-13,Customer_498,Burger,Food,21889
101,2026-03-29,Customer_403,Combo,Food,96965
102,2026-01-21,Customer_346,Biryani,Food,34807
103,2026-02-18,Customer_253,Pasta,Food,77438
104,2026-03-14,Customer_610,Fries,Food,42279
105,2026-02-22,Customer_473,Pasta,Food,92420
106,2026-04-11,Customer_442,Fries,Food,34457
107,2026-03-15,Customer_378,Fries,food,83186
108,2026-01-31,Customer_67,Sandwich,Food,44271
109,2026-03-18,Customer_424,,Food,10943
110,2026-02-21,Customer_426,Fries,Food,20655
111,2026-02-02,Customer_757,Burger,Food,76386
112,2026-02-02,Customer_410,Fries,Food,71988
113,2026-03-21,Customer_644,Pasta,Food,92262
114,2026-03-17,Customer_70,Sandwich,Food,14278
115,2026-02-12,Customer_718,Fries,Food,69009
116,2026-03-14,,Burger,Food,78371
117,2026-05-01,Customer_708,Pasta,Food,15167
118,2026-04-15,Customer_388,Combo,Food,21114
119,2026-04-13,Customer_446,Sandwich,Food,43325
120,2026-03-08,,Burger,Food,42565
121,2026-01-22,Customer_233,Combo,Food,81108
122,2026-04-24,Customer_388,Sandwich,Food,32946
123,2026-03-28,Customer_478,Burger,Food,40024
124,2026-02-05,Customer_321,Burger,Food,98608
125,2026-01-27,Customer_172,Sandwich,Food,66559
126,2026-04-29,Customer_682,Pizza,Food,1562
127,2026-03-19,Customer_161,Roll,Food,9511
128,2026-01-14,Customer_382,Fries,Food,91714
129,2026-01-27,Customer_458,Sandwich,Food,96981
130,2026-04-19,Customer_112,,Food,28824
131,2026-05-01,Customer_110,Fries,Food,70348
132,2026-02-18,Customer_288,Pasta,Food,53262
133,2026-02-01,Customer_572,Pasta,Food,34630
134,2026-04-12,Customer_217,Biryani,Food,40033
135,2026-02-27,Customer_720,Roll,Food,96838
136,2026-01-08,Customer_359,Combo,Food,62387
137,2026-04-10,Customer_733,Fries,Food,70918
138,2026-01-12,Customer_733,Burger,Food,87658
139,2026-03-11,Customer_438,Pasta,Food,77480
140,2026-03-22,Customer_292,Burger,Food,47751
141,2026-03-22,Customer_95,Pizza,Food,40066
142,2026-05-01,Customer_153,Fries,Food,75804
143,2026-02-02,Customer_512,Roll,Food,91716
144,2026-04-22,Customer_50,Sandwich,Food,N/A
145,2026-02-24,Customer_431,Pasta,Food,92839
146,2026-01-05,Customer_446,Burger,Food,1875rs
147,2026-03-20,Customer_583,Sandwich,Food,19154
148,2026-03-23,Customer_536,Roll,Food,46034
149,2026-02-05,Customer_326,Combo,Food,65656
150,2026-02-09,Customer_504,,Food,40594
151,2026-02-10,Customer_765,Sandwich,Food,61833
152,2026-03-27,Customer_333,Pasta,Food,14412
153,2026-03-01,Customer_172,Pasta,Food,27434
154,2026-02-26,Customer_137,Pasta,Food,N/A
155,2026-04-20,Customer_750,Burger,Food,82333
156,2026-02-16,Customer_459,Combo,Food,45104
157,2026-01-27,Customer_779,Biryani,Food,19687
158,2026-02-02,Customer_593,Combo,Food,61318
159,2026-01-12,Customer_391,Fries,Food,46220
160,2026-04-08,Customer_598,Roll,Food,58207
161,2026-04-03,Customer_378,Roll,Food,51874
162,2026-03-09,Customer_171,Pizza,Food,11468
163,2026-02-03,Customer_182,Pasta,Food,65845
164,2026-03-08,Customer_573,Roll,Food,1588
165,2026-02-28,Customer_370,Pizza,Food,98174
166,2026-03-18,Customer_392,Sandwich,Food,57814
167,2026-03-22,Customer_377,Fries,food,82484
168,2026-03-18,Customer_415,Sandwich,Food,93480
169,2026-01-24,Customer_59,Pizza,food,18855
170,2026-01-11,Customer_239,Fries,Food,68224
171,2026-02-23,Customer_182,Pasta,Food,91696
172,2026-01-29,Customer_365,Pasta,Food,53847
173,2026-03-21,,Roll,Food,3541
174,2026-02-14,Customer_200,Burger,Food,46267
175,2026-01-30,Customer_405,Pizza,Food,38760
176,2026-02-26,Customer_782,Roll,Food,29693
177,2026-04-04,Customer_305,Combo,Food,33478
178,2026-04-05,Customer_637,Pasta,Food,20780
179,2026-03-16,Customer_291,Pasta,Food,66835
180,2026-01-02,Customer_553,Pasta,Food,28526
181,2026-04-10,Customer_395,,Food,19639
182,2026-01-31,Customer_687,Pizza,Food,35158
183,2026-02-14,Customer_678,Sandwich,Food,31462
184,2026-02-08,Customer_301,Sandwich,Food,28581
185,2026-01-28,Customer_695,Pasta,Food,98639
186,2026-02-25,Customer_650,Pasta,Food,37864
187,2026-03-11,Customer_325,Pasta,Food,10534
188,2026-01-07,Customer_481,Roll,Food,42497
189,2026-04-07,Customer_20,Roll,Food,16051
190,2026-03-08,Customer_97,Fries,Food,72920
191,2026-03-31,Customer_164,Combo,Food,81070
192,2026-02-11,Customer_645,Biryani,Food,62600
193,2026-04-17,Customer_441,Burger,Food,97112
194,2026-03-23,Customer_576,Biryani,Food,66842
195,2026-01-09,Customer_735,Combo,food,13239
196,2026-02-01,Customer_447,Fries,Food,19609
197,2026-02-19,Customer_582,Sandwich,Food,39628
198,2026-02-17,Customer_52,,Food,7277
199,2026-04-12,Customer_207,Combo,Food,11882
200,2026-03-23,Customer_659,Roll,Food,26220
201,2026-04-15,Customer_782,Sandwich,Food,44171
202,2026-04-11,Customer_154,Biryani,Food,46595
203,2026-02-11,Customer_632,Sandwich,Food,64543
204,2026-01-04,Customer_467,Biryani,Food,74666
205,2026-02-16,Customer_498,Biryani,Food,90071
206,2026-04-20,Customer_429,Burger,Food,82402
207,2026-01-14,Customer_266,Sandwich,Food,21548rs
208,2026-04-14,Customer_24,Biryani,Food,16135
209,2026-04-12,,,Food,24993
210,2026-01-03,Customer_499,Burger,Food,42571
211,2026-04-02,Customer_429,Pasta,Food,22933
212,2026-04-01,Customer_145,Burger,Food,N/A
213,2026-03-04,Customer_13,Burger,Food,3921
214,2026-01-24,Customer_621,Biryani,Food,40993
215,2026-01-04,,Combo,Food,62798
216,2026-04-25,Customer_298,Sandwich,Food,77320
217,2026-02-06,Customer_40,Fries,Food,72562
218,2026-03-29,Customer_590,Combo,Food,N/A
219,2026-02-18,Customer_458,Pizza,Food,32193
220,2026-01-22,Customer_516,Burger,Food,34861
221,2026-04-05,Customer_88,Pizza,Food,N/A
222,2026-03-18,Customer_523,Combo,Food,78290
223,2026-03-28,Customer_304,Roll,Food,84703
224,2026-04-21,Customer_441,Burger,food,26525
225,2026-04-10,Customer_222,Burger,Food,66057
226,2026-03-21,Customer_301,Pizza,Food,50967
227,2026-03-12,Customer_448,Burger,Food,46633
228,2026-03-23,Customer_376,Burger,food,42571
229,2026-03-22,Customer_479,Pasta,Food,94322
230,2026-03-26,Customer_422,,Food,9030
231,2026-03-14,Customer_340,Pizza,Food,15602
232,2026-04-17,Customer_664,Burger,Food,86388
233,2026-01-01,Customer_61,Fries,Food,96702rs
234,2026-04-23,Customer_465,Pasta,Food,16638
235,2026-01-28,Customer_685,Pasta,Food,17256
236,2026-01-13,,Pasta,Food,N/A
237,2026-02-23,Customer_553,Roll,Food,24977
238,2026-02-06,Customer_345,Fries,Food,35200
239,2026-02-09,Customer_694,Sandwich,Food,90210
240,2026-02-18,Customer_82,Biryani,Food,51974
241,2026-03-17,Customer_117,Burger,Food,11069
242,2026-03-15,Customer_210,Roll,Food,80741
243,2026-01-27,Customer_432,,Food,973
244,2026-04-30,Customer_226,Fries,Food,3514
245,2026-04-04,Customer_332,Combo,Food,28735
246,2026-01-11,Customer_11,Combo,Food,37458
247,2026-01-03,Customer_618,Pasta,Food,51260
248,2026-02-09,Customer_285,Roll,Food,35619
249,2026-04-28,Customer_493,Fries,Food,64901
250,2026-01-15,Customer_710,Combo,Food,81112
251,2026-01-21,Customer_251,Sandwich,Food,44896
252,2026-02-20,Customer_475,Combo,Food,341
253,2026-02-20,Customer_736,Burger,Food,80159
254,2026-04-13,Customer_685,Roll,Food,97100
255,2026-03-11,Customer_179,Biryani,Food,95973
256,2026-04-22,Customer_177,Roll,Food,42646
257,2026-02-10,Customer_92,,Food,4897
258,2026-03-29,Customer_724,Biryani,Food,N/A
259,2026-04-11,Customer_785,Roll,Food,11064
260,2026-04-17,Customer_303,Roll,food,91265
261,2026-03-09,Customer_217,Fries,Food,93011
262,2026-03-20,Customer_282,Biryani,Food,40827
263,2026-02-08,Customer_667,Fries,Food,43288
264,2026-03-14,Customer_535,Pizza,Food,32005
265,2026-01-02,Customer_144,Burger,Food,2270
266,2026-02-17,Customer_453,Roll,Food,21749
267,2026-01-12,Customer_392,Pizza,Food,37582
268,2026-01-06,Customer_197,Fries,Food,27464
269,2026-04-20,Customer_208,Biryani,Food,67247
270,2026-03-02,Customer_29,Pasta,Food,78172
271,2026-01-17,Customer_310,Sandwich,Food,64962
272,2026-03-07,Customer_567,Sandwich,Food,93644
273,2026-02-02,,Burger,Food,76204
274,2026-03-31,Customer_503,Combo,Food,48208
275,2026-04-04,Customer_197,Pasta,Food,35404
276,2026-02-13,Customer_733,Fries,food,N/A
277,2026-02-28,Customer_615,Pizza,Food,68319rs
278,2026-01-06,Customer_113,Roll,Food,26603
279,2026-02-04,Customer_371,Sandwich,Food,92739
280,2026-02-24,Customer_476,Fries,Food,72986
281,2026-04-25,Customer_24,Biryani,Food,5607
282,2026-03-26,Customer_249,Sandwich,Food,18579
283,2026-01-12,Customer_733,Pasta,Food,98411
284,2026-01-12,Customer_630,Burger,Food,58401
285,2026-01-05,Customer_397,Sandwich,Food,22813
286,2026-02-23,Customer_139,Sandwich,Food,82064
287,2026-04-09,Customer_198,Combo,Food,44387rs
288,2026-03-16,Customer_797,Roll,Food,49328
289,2026-02-07,Customer_666,Biryani,Food,61194
290,2026-02-23,Customer_423,Fries,Food,77075
291,2026-01-14,Customer_595,Combo,Food,N/A
292,2026-02-08,Customer_771,Biryani,Food,23476
293,2026-01-05,Customer_697,Roll,Food,11458
294,2026-03-06,Customer_332,,food,N/A
295,2026-04-13,Customer_26,Roll,Food,65600
296,2026-01-25,Customer_215,Pizza,Food,82580
297,2026-01-26,Customer_233,Fries,Food,40207
298,2026-02-19,Customer_89,Sandwich,Food,28396
299,2026-03-05,Customer_711,Biryani,Food,31365
300,2026-03-07,Customer_157,,Food,6094
301,2026-03-15,Customer_444,Burger,Food,79942
302,2026-01-27,Customer_294,Roll,Food,72684
303,2026-01-30,Customer_749,Sandwich,Food,42883
304,2026-01-22,Customer_279,Combo,Food,61422
305,2026-03-24,Customer_341,Pizza,Food,40512
306,2026-02-28,Customer_90,Combo,Food,35177
307,2026-02-21,Customer_732,Fries,Food,89933rs
308,2026-01-08,Customer_316,Roll,Food,21862
309,2026-02-08,Customer_79,Roll,Food,N/A
310,2026-02-04,,Combo,Food,4709
311,2026-01-11,Customer_112,Combo,Food,95135
312,2026-02-18,,Fries,Food,82513
313,2026-04-18,Customer_564,Roll,Food,38667
314,2026-04-04,Customer_279,,Food,53967
315,2026-01-30,Customer_194,Burger,Food,N/A
316,2026-01-17,Customer_565,Combo,Food,7599
317,2026-04-28,Customer_12,Pizza,Food,3461
318,2026-03-12,Customer_77,Biryani,Food,4201
319,2026-03-17,Customer_750,Sandwich,Food,48422
320,2026-02-26,,Combo,Food,92851
321,2026-03-04,Customer_23,Roll,Food,36553
322,2026-02-16,Customer_391,Pizza,Food,46310
323,2026-02-18,Customer_732,Combo,Food,90875
324,2026-03-03,Customer_294,Combo,Food,N/A
325,2026-03-08,Customer_594,Pasta,Food,94393
326,2026-01-31,Customer_40,Pasta,Food,8714
327,2026-04-25,Customer_286,Biryani,Food,96122
328,2026-02-22,Customer_649,Pizza,Food,86053
329,2026-04-03,Customer_145,Biryani,Food,21577
330,2026-02-26,Customer_484,Sandwich,Food,86480
331,2026-04-23,Customer_507,Burger,Food,9643
332,2026-04-06,Customer_47,Pasta,Food,94534
333,2026-02-04,Customer_272,Pizza,Food,45780
334,2026-03-31,Customer_760,Roll,Food,37825rs
335,2026-03-16,Customer_571,Pizza,food,26523
336,2026-04-04,Customer_610,Biryani,Food,76780
337,2026-03-29,Customer_395,Combo,Food,59400
338,2026-02-22,Customer_59,Sandwich,Food,11653
339,2026-04-27,Customer_164,Pasta,Food,84407
340,2026-02-21,Customer_289,Pasta,Food,7497
341,2026-03-02,Customer_581,Pasta,Food,5154
342,2026-01-19,Customer_88,Biryani,food,64366
343,2026-03-29,Customer_275,Fries,Food,6642
344,2026-01-27,Customer_331,Biryani,Food,14719
345,2026-04-05,Customer_664,Burger,Food,20290
346,2026-01-25,Customer_112,Pizza,Food,99297
347,2026-01-11,Customer_574,,Food,76116
348,2026-04-17,Customer_709,Pasta,Food,76283
349,2026-02-22,Customer_476,Roll,Food,3512
350,2026-04-28,Customer_8,Burger,Food,8810
351,2026-01-26,Customer_530,Combo,Food,53815
352,2026-03-28,Customer_372,Roll,Food,48592
353,2026-04-22,Customer_526,Pizza,food,32808
354,2026-02-07,Customer_344,Pasta,Food,49315
355,2026-01-21,Customer_178,Roll,Food,71497
356,2026-01-27,Customer_235,Sandwich,Food,99361
357,2026-03-11,Customer_402,,Food,45368
358,2026-01-13,Customer_549,Burger,Food,75584
359,2026-01-14,Customer_307,Sandwich,Food,12284
360,2026-01-08,Customer_15,Sandwich,Food,87942
361,2026-01-07,Customer_328,Burger,Food,89166
362,2026-03-11,Customer_779,Pasta,Food,34185
363,2026-04-13,Customer_27,Roll,Food,34158
364,2026-01-16,Customer_176,Pizza,Food,48702
365,2026-01-21,Customer_748,Sandwich,Food,44700
366,2026-02-07,Customer_481,Combo,Food,94254
367,2026-02-09,,Biryani,Food,55463
368,2026-02-27,Customer_409,Pizza,Food,44700
369,2026-02-26,Customer_315,Pizza,Food,71895
370,2026-02-04,Customer_509,Roll,Food,50453
371,2026-03-15,Customer_559,Biryani,Food,14479
372,2026-01-28,Customer_521,Pasta,Food,74743
373,2026-01-15,Customer_187,Pasta,Food,49757
374,2026-02-02,Customer_510,Pasta,food,61318
375,2026-01-09,Customer_10,Biryani,food,86062
376,2026-04-19,Customer_386,Sandwich,Food,47242
377,2026-01-10,Customer_3,Sandwich,food,22705
378,2026-02-28,Customer_157,Pasta,Food,4206
379,2026-02-08,Customer_540,Pizza,Food,53215
380,2026-04-21,Customer_287,Sandwich,Food,62101
381,2026-03-26,Customer_100,Roll,food,62027
382,2026-01-02,Customer_469,Pasta,Food,29275
383,2026-03-20,Customer_92,Pasta,Food,75484
384,2026-01-14,Customer_502,Pizza,Food,97168
385,2026-04-07,Customer_507,Roll,Food,18727
386,2026-01-08,,Roll,Food,8321
387,2026-04-14,Customer_17,Pizza,Food,57957
388,2026-04-23,Customer_315,Pizza,Food,91923
389,2026-04-10,Customer_800,Roll,Food,15350
390,2026-04-19,Customer_111,Biryani,Food,N/A
391,2026-04-13,Customer_120,Pasta,Food,55557
392,2026-01-02,Customer_544,Fries,Food,88930
393,2026-02-17,Customer_476,Pasta,Food,38897
394,2026-03-01,Customer_334,Pasta,Food,N/A
395,2026-03-23,Customer_463,Sandwich,Food,23743
396,2026-01-05,Customer_176,Burger,Food,47433
397,2026-01-19,Customer_14,Burger,Food,44333
398,2026-01-27,Customer_111,Roll,Food,41720
399,2026-04-21,Customer_137,Fries,Food,N/Ars
400,2026-01-23,Customer_466,Burger,Food,22531
401,2026-01-17,Customer_378,Roll,Food,3754
402,2026-03-31,Customer_106,Biryani,Food,65084
403,2026-01-14,Customer_428,Biryani,Food,14214
404,2026-04-08,Customer_173,Sandwich,Food,92961
405,2026-03-13,Customer_66,Roll,Food,44134
406,2026-02-21,Customer_295,Burger,Food,62061
407,2026-02-03,Customer_117,Pasta,Food,N/A
408,2026-04-29,Customer_761,Sandwich,Food,14561
409,2026-02-28,Customer_770,Biryani,Food,30243
410,2026-01-25,Customer_516,Biryani,Food,40125
411,2026-03-19,Customer_180,Fries,Food,13632
412,2026-02-21,Customer_652,Sandwich,Food,9639
413,2026-04-17,Customer_589,Biryani,Food,72985
414,2026-03-17,Customer_399,Pasta,Food,77445
415,2026-04-01,,Roll,Food,57986
416,2026-01-11,Customer_256,Fries,Food,70811
417,2026-03-20,Customer_41,Roll,Food,89096
418,2026-02-26,Customer_266,Roll,Food,72792
419,2026-02-11,Customer_291,Pasta,Food,78036
420,2026-02-14,Customer_643,Pizza,Food,98283
421,2026-03-29,Customer_102,Pasta,Food,12870
422,2026-01-14,Customer_120,Fries,Food,95226
423,2026-02-02,Customer_244,Biryani,Food,72618
424,2026-01-14,Customer_67,,food,86820
425,2026-04-28,Customer_54,Pizza,Food,31787
426,2026-04-01,,Sandwich,Food,90766
427,2026-02-15,Customer_680,Roll,Food,N/A
428,2026-03-29,Customer_567,Biryani,Food,50209
429,2026-03-23,Customer_188,Fries,Food,82711rs
430,2026-01-16,Customer_28,Roll,Food,83067
431,2026-02-06,Customer_109,Burger,Food,N/A
432,2026-03-10,Customer_24,Burger,Food,28686
433,2026-01-28,Customer_326,Biryani,Food,18227
434,2026-02-07,Customer_719,Sandwich,Food,95507
435,2026-02-26,Customer_712,Sandwich,Food,88780
436,2026-01-25,Customer_133,Combo,Food,7809
437,2026-04-08,Customer_492,Roll,Food,8120
438,2026-04-21,Customer_262,Pasta,Food,83606
439,2026-04-06,Customer_298,Burger,food,57964
440,2026-02-16,Customer_13,Combo,Food,17184
441,2026-01-07,Customer_127,Roll,Food,38787
442,2026-04-21,Customer_597,Biryani,Food,70077rs
443,2026-03-14,Customer_556,Combo,Food,48166
444,2026-01-03,Customer_172,Combo,Food,19471
445,2026-04-05,Customer_375,Burger,Food,16530
446,2026-03-13,Customer_790,,Food,N/A
447,2026-02-21,Customer_399,Fries,Food,39780
448,2026-03-05,Customer_761,Pasta,Food,55894
449,2026-04-07,Customer_333,Sandwich,Food,40472
450,2026-03-10,Customer_143,Pizza,Food,71897
451,2026-03-29,Customer_659,Burger,Food,4917
452,2026-03-10,Customer_422,Roll,Food,N/A
453,2026-02-12,Customer_290,Combo,Food,96668
454,2026-01-04,Customer_726,Pasta,Food,57892
455,2026-04-02,Customer_118,Burger,Food,49163
456,2026-01-23,Customer_135,Fries,Food,95642
457,2026-01-29,Customer_42,Sandwich,Food,43311
458,2026-02-28,Customer_298,Burger,Food,55126
459,2026-03-17,Customer_763,Fries,Food,958
460,2026-04-25,Customer_593,Roll,Food,47819
461,2026-02-02,Customer_1,Burger,Food,39150
462,2026-01-29,Customer_187,Fries,Food,21705
463,2026-03-07,Customer_231,Combo,Food,68823
464,2026-02-07,Customer_394,Roll,Food,21792
465,2026-02-02,Customer_329,Roll,Food,7627
466,2026-04-01,Customer_22,Biryani,Food,21262
467,2026-02-16,Customer_661,Pizza,Food,28295
468,2026-01-18,Customer_131,Sandwich,Food,3844
469,2026-01-09,Customer_11,Sandwich,Food,89967
470,2026-03-07,Customer_800,Roll,Food,14818
471,2026-04-13,,Pizza,Food,43028
472,2026-02-23,Customer_377,Combo,Food,8105
473,2026-02-18,Customer_218,Sandwich,Food,59370
474,2026-02-22,Customer_192,Pizza,Food,68782
475,2026-01-10,Customer_573,Biryani,Food,98071
476,2026-02-08,Customer_110,Roll,Food,7158
477,2026-02-26,Customer_26,Pizza,Food,29737
478,2026-02-03,Customer_532,Sandwich,Food,19849
479,2026-01-03,,Sandwich,Food,71048
480,2026-03-18,Customer_406,Pasta,Food,65681
481,2026-04-04,Customer_66,Pasta,Food,66357
482,2026-04-07,Customer_540,,Food,25889
483,2026-02-03,Customer_422,Pizza,Food,6384
484,2026-01-14,Customer_155,Pasta,Food,97418
485,2026-01-03,Customer_247,Fries,Food,64652
486,2026-03-29,Customer_551,Burger,Food,57105
487,2026-04-17,Customer_624,Pasta,Food,76904rs
488,2026-03-30,Customer_55,Fries,food,92141
489,2026-04-04,Customer_791,Roll,Food,4052
490,2026-04-20,Customer_466,Pizza,Food,53136
491,2026-01-14,Customer_486,Sandwich,food,49937
492,2026-01-15,Customer_346,,Food,12843
493,2026-03-19,Customer_570,Combo,Food,31712
494,2026-03-16,Customer_473,Biryani,Food,22192
495,2026-03-30,Customer_684,Pizza,Food,83086
496,2026-01-19,Customer_625,Pizza,Food,62745
497,2026-03-27,Customer_479,Biryani,Food,94721
498,2026-01-20,Customer_145,Biryani,Food,69962
499,2026-02-23,Customer_622,Pasta,Food,46040
500,2026-01-21,Customer_271,Burger,Food,30399
501,2026-02-15,Customer_582,Fries,Food,59235
502,2026-03-05,,Biryani,Food,26153
503,2026-01-16,Customer_106,Combo,Food,36407
504,2026-01-01,Customer_601,Roll,food,48035
505,2026-04-15,Customer_275,Pizza,Food,54392
506,2026-01-28,Customer_313,Pizza,Food,N/A
507,2026-01-27,Customer_520,Sandwich,Food,34229
508,2026-01-26,Customer_428,Roll,Food,45386
509,2026-02-09,,Biryani,Food,35362
510,2026-04-03,Customer_229,Pizza,Food,24055
511,2026-04-28,Customer_5,,Food,13856
512,2026-01-19,Customer_141,Sandwich,Food,94073
513,2026-02-02,Customer_587,Fries,Food,86286
514,2026-02-17,Customer_229,Roll,Food,59572
515,2026-02-12,Customer_218,Pasta,Food,71331
516,2026-04-17,Customer_425,Pizza,Food,94891
517,2026-04-12,Customer_746,Pasta,Food,50088
518,2026-03-14,Customer_237,Roll,Food,6653
519,2026-01-18,Customer_248,Fries,Food,11817
520,2026-04-03,Customer_625,Biryani,Food,75218
521,2026-02-08,Customer_161,Burger,Food,35788
522,2026-02-19,Customer_647,Pasta,Food,3282
523,2026-02-08,Customer_637,Pizza,Food,79314
524,2026-04-20,Customer_77,Combo,Food,56809
525,2026-04-19,Customer_351,Biryani,Food,16366
526,2026-04-24,Customer_775,Pizza,Food,99991
527,2026-02-25,Customer_283,Combo,Food,15026
528,2026-04-16,Customer_355,Burger,Food,33483
529,2026-04-30,Customer_449,Pasta,Food,79888
530,2026-01-27,Customer_465,Sandwich,Food,30070
531,2026-02-25,Customer_671,Pasta,Food,14171
532,2026-04-05,Customer_623,Pasta,Food,41400
533,2026-02-17,Customer_629,Pizza,Food,95189
534,2026-04-20,Customer_563,Roll,Food,56944
535,2026-02-18,Customer_478,Roll,Food,N/A
536,2026-02-10,Customer_731,Combo,Food,17684
537,2026-04-11,Customer_412,Fries,Food,23153
538,2026-03-04,Customer_115,Pizza,Food,86407
539,2026-03-09,Customer_281,Pizza,food,44460
540,2026-04-21,Customer_407,Sandwich,Food,39633
541,2026-03-28,Customer_726,Fries,Food,12268
542,2026-02-08,Customer_359,Fries,Food,19934
543,2026-04-29,Customer_135,Pizza,Food,19517
544,2026-03-25,Customer_697,Biryani,Food,8180
545,2026-01-14,Customer_674,,Food,52450
546,2026-03-09,Customer_274,Pasta,Food,57762
547,2026-03-31,Customer_526,Burger,Food,93311
548,2026-01-25,Customer_502,Pizza,Food,61246rs
549,2026-04-21,,Pasta,Food,63122
550,2026-03-15,Customer_656,Combo,Food,50644
551,2026-04-27,Customer_260,Combo,Food,67478
